Order_Id,Type
E168358292,Veg
D486562100,Veg
B704844161,Veg
D674748095,Veg
E639751130,Non-Veg
D322622312,Non-Veg
D416532572,Other
C909740012,Non-Veg
D701378010,Other
A454578434,Non-Veg
E683191125,Veg
D783913896,Non-Veg
A122279859,Non-Veg
E881558772,Other
A918220613,Other
E432910406,Veg
D834135412,Other
A613532162,Veg
E757544352,Non-Veg
C389248690,Veg
E150488298,Veg
D106825797,Other
B304480769,Non-Veg
D499654755,Non-Veg
B447382492,Other
D956856375,Veg
A899404871,Veg
E644802246,Non-Veg
C473812236,Non-Veg
C339613991,Other
D153630892,Other
D631485532,Non-Veg
A377577505,Other
D942665145,Veg
A202553725,Other
E968900031,Other
C713879713,Other
D699538688,Non-Veg
A644113866,Veg
C901691649,Veg
E703605541,Veg
A570870695,Other
A106761715,Non-Veg
C790370183,Veg
D595377551,Other
C260452325,Other
C803413850,Non-Veg
E142187746,Veg
D569686007,Non-Veg
A864021947,Other
B753587828,Veg
C235768561,Other
C555571738,Non-Veg
B559815597,Non-Veg
E183862992,Other
C411099854,Veg
E120643718,Veg
E850769953,Other
A295930019,Veg
C607721961,Veg
B239213619,Non-Veg
B588068408,Other
C714401731,Non-Veg
A277572802,Other
E632708211,Veg
D187814400,Veg
A619713415,Veg
A502066857,Veg
D611678136,Other
A999996026,Other
C300680648,Non-Veg
D671812738,Non-Veg
A590074834,Non-Veg
B637767180,Other
E213732622,Non-Veg
E214666144,Other
E910027884,Non-Veg
C497868672,Non-Veg
A766883868,Non-Veg
A884897317,Veg
E979740710,Non-Veg
B838525277,Other
C138512948,Non-Veg
B546795298,Veg
B876021396,Other
D904145097,Other
A243053851,Other
E155245873,Other
B442067873,Non-Veg
A977840631,Non-Veg
E595055659,Non-Veg
B464361454,Other
E299835334,Non-Veg
D515709382,Other
A338648850,Non-Veg
E890064179,Non-Veg
D420941053,Non-Veg
D562713879,Veg
D360724417,Non-Veg
E101736199,Other
B748172651,Other
B273467867,Other
E992918393,Non-Veg
C870486362,Other
E710379977,Non-Veg
B786312470,Veg
A501906424,Non-Veg
E365206175,Other
E309850576,Other
D783826404,Other
D721983938,Veg
C330190961,Veg
E966743690,Other
D272325179,Non-Veg
D125375525,Non-Veg
C238994000,Veg
C946677184,Other
C709122512,Other
D472122727,Veg
A934530669,Non-Veg
A534511982,Veg
A932554494,Non-Veg
B890598842,Other
E520737337,Non-Veg
A342927897,Other
D793295550,Other
A587031674,Other
C409896771,Veg
E154039106,Non-Veg
D149627459,Non-Veg
C539989923,Non-Veg
A383479271,Veg
A299006130,Non-Veg
E976797828,Non-Veg
A978914748,Non-Veg
D528573567,Non-Veg
A576064052,Veg
E145454959,Non-Veg
C592733194,Other
E322930671,Veg
C481992017,Veg
B996805113,Other
B329517490,Non-Veg
C210693982,Other
E189685396,Veg
B674144111,Veg
B784549865,Other
D159655541,Veg
E995495265,Veg
B189203731,Non-Veg
C383651742,Other
D234237309,Veg
B981141127,Other
D877759532,Other
A382579235,Other
A445539467,Non-Veg
E507039389,Other
C548506068,Veg
D612377791,Veg
D248540903,Non-Veg
E146540653,Veg
D396466250,Non-Veg
A610718703,Other
D405908352,Veg
D826959904,Veg
E553289419,Other
E131476830,Veg
C526733529,Other
D840845483,Other
D453114354,Veg
A881716479,Other
B682861786,Other
E682577076,Veg
A966860034,Non-Veg
E863914382,Other
C870072439,Non-Veg
D135910099,Non-Veg
E582140879,Other
E363102219,Non-Veg
A257257551,Non-Veg
B540246805,Other
E352947997,Veg
A701596686,Other
B796378907,Veg
D618133852,Other
B847400311,Other
B206998111,Veg
C241306802,Veg
A760952156,Non-Veg
C759423448,Non-Veg
A385018594,Other
B868916355,Non-Veg
D972274292,Non-Veg
A269391020,Non-Veg
A378947439,Non-Veg
B183745201,Veg
C975337945,Veg
A172615865,Veg
B686937844,Veg
E528805898,Veg
B690225745,Non-Veg
C171912159,Non-Veg
C254551280,Veg
B572017056,Non-Veg
B414122174,Other
A330350150,Veg
A438302490,Other
E867218196,Veg
A925106446,Non-Veg
E448841024,Non-Veg
B838267442,Non-Veg
C299472936,Other
A180020285,Other
A725779206,Non-Veg
D218716583,Non-Veg
A893844139,Other
D928649234,Non-Veg
B755191002,Non-Veg
D181512604,Non-Veg
D194973489,Veg
D173206216,Veg
A696115347,Other
E776524820,Non-Veg
D182440521,Veg
B703882024,Non-Veg
C627803662,Veg
B805184890,Non-Veg
C831722471,Other
A328870876,Veg
E424787341,Non-Veg
E103388558,Veg
C325844595,Other
B729854509,Non-Veg
D382350059,Veg
D112129949,Other
E768468780,Veg
B433949753,Other
C245392613,Veg
C640684098,Non-Veg
A354852027,Veg
C102223863,Non-Veg
B570213007,Other
B734904829,Other
B828688774,Veg
B652048141,Non-Veg
A567706495,Veg
B312655217,Other
C548405601,Veg
A371619923,Other
A466438360,Veg
E950386660,Veg
B242478410,Other
D282671310,Veg
A682806388,Non-Veg
E149116681,Veg
D774271648,Veg
C365839061,Other
D131203378,Other
C184739826,Non-Veg
D361797399,Non-Veg
B911002482,Veg
C224622302,Veg
C672978285,Veg
B397451178,Other
B773450743,Other
B129002984,Veg
D155651600,Veg
D742751518,Veg
E607340889,Veg
D750522182,Other
D833241691,Non-Veg
E719348008,Other
E269557394,Veg
E339750118,Veg
B497404879,Veg
B352436593,Non-Veg
D932711554,Other
C437286966,Non-Veg
D117819805,Other
D809430545,Other
D980316487,Non-Veg
B147248962,Non-Veg
C813501316,Other
E965961480,Non-Veg
A830335328,Non-Veg
B529910894,Veg
D107784228,Veg
A352247283,Non-Veg
E302030867,Veg
A580012605,Non-Veg
C335507003,Non-Veg
C313311613,Non-Veg
A375520058,Other
A151457328,Non-Veg
E726383450,Non-Veg
C248297200,Non-Veg
A228009048,Non-Veg
E141500741,Veg
A644018139,Veg
D475327543,Non-Veg
D680098514,Other
B521292200,Other
B743257139,Veg
A660415085,Other
A546465463,Veg
E921164062,Veg
E137400753,Veg
E686843195,Veg
B448577152,Other
E493308080,Non-Veg
A676610693,Veg
A572840416,Non-Veg
D752371053,Veg
D675193932,Non-Veg
C228429261,Non-Veg
A217591510,Other
B225951887,Other
E221892167,Non-Veg
D294127120,Other
B981245897,Other
E783291570,Other
B598773886,Veg
B714820906,Veg
E385639551,Veg
C948529471,Veg
E949975372,Non-Veg
B268326772,Non-Veg
A971927654,Non-Veg
C492274792,Non-Veg
E901894921,Other
C854470404,Non-Veg
B278744259,Veg
B412353111,Non-Veg
B562418230,Other
E958023852,Non-Veg
C482628674,Veg
B907021726,Other
C293884898,Other
D792249985,Non-Veg
D362123207,Non-Veg
B912681920,Other
E801177726,Non-Veg
A236966226,Veg
C759508485,Other
C475393782,Non-Veg
C609597937,Non-Veg
E111530937,Other
C973609755,Veg
C577407452,Non-Veg
E383419905,Veg
A610404374,Veg
B199848554,Non-Veg
D685866515,Veg
C877313486,Veg
B740130136,Veg
D131143430,Other
C746070392,Veg
C772032279,Other
C554735125,Other
B921161373,Veg
E423599107,Veg
E644675402,Non-Veg
C270970841,Veg
A314600010,Non-Veg
B945325275,Non-Veg
E744462699,Other
A465682263,Veg
B591265571,Veg
A542632808,Veg
E265383812,Other
C986856519,Other
E842596722,Veg
A262158157,Veg
A333672817,Non-Veg
C284776833,Other
D575747284,Non-Veg
A617980609,Veg
D865643737,Other
E515820851,Veg
B146670259,Other
A946444850,Other
E585729531,Veg
A740783653,Non-Veg
C981187381,Non-Veg
C173048352,Non-Veg
B857668397,Non-Veg
E947846077,Other
A212992631,Other
D433347918,Non-Veg
E542402505,Veg
E931375343,Other
B662679048,Veg
E101613715,Non-Veg
B379192897,Veg
C733281687,Other
A987114057,Veg
C167700403,Non-Veg
B538082557,Non-Veg
D607764487,Veg
E441025760,Non-Veg
E665138048,Other
B726463207,Other
B959964869,Other
E567804392,Non-Veg
C367803284,Veg
E323334735,Non-Veg
B861020132,Non-Veg
D664439100,Veg
B700973449,Other
C545059387,Veg
C621513115,Non-Veg
E885290134,Other
A224964809,Veg
C204664463,Veg
C743208359,Veg
C774308500,Other
D923412572,Veg
A572925333,Other
C240737627,Other
B521686029,Non-Veg
D600493241,Other
C509393658,Non-Veg
B722975696,Veg
C185945483,Other
A664621732,Other
B558819404,Non-Veg
B127576061,Non-Veg
D810999227,Other
E690984267,Non-Veg
B393767947,Non-Veg
E963045924,Veg
B989901305,Veg
D745147188,Veg
D116799600,Veg
E476845428,Veg
B458469497,Non-Veg
D644473384,Other
B285211348,Non-Veg
C890582717,Non-Veg
B615493930,Non-Veg
A582635606,Other
E680291858,Non-Veg
A673061661,Other
A120219503,Other
A340907383,Non-Veg
C307919278,Veg
C256237307,Non-Veg
C617672959,Veg
C774719182,Veg
D234412268,Other
D855408678,Other
B157980284,Veg
C210549469,Non-Veg
A528295394,Other
A219328902,Other
C271670824,Other
A832777772,Non-Veg
A136195499,Non-Veg
C946534767,Other
C270985312,Non-Veg
B350417953,Non-Veg
C382228385,Non-Veg
C776928580,Non-Veg
A133277829,Veg
B652446949,Veg
C500285146,Veg
D828665488,Other
C511594721,Non-Veg
A431712740,Other
A963247829,Other
D324672932,Veg
C528125810,Other
D674343086,Non-Veg
E392685682,Other
D194428110,Veg
C287470798,Non-Veg
D965087212,Other
B445526286,Veg
C541668699,Non-Veg
D190653459,Veg
E878308688,Veg
E535556541,Other
D389135520,Non-Veg
E447642941,Veg
E528156117,Other
E451167189,Other
B402922995,Veg
D603688761,Veg
B191880019,Other
C473082689,Other
C184561210,Non-Veg
A193000312,Non-Veg
A477873747,Other
B282090848,Other
D766887231,Non-Veg
A198704979,Veg
B352001336,Veg
C230275061,Non-Veg
A961891173,Veg
C562795516,Non-Veg
E768626979,Other
D515535693,Other
C739870887,Veg
B490662284,Non-Veg
E562994615,Veg
C279974589,Non-Veg
E713537658,Veg
E706595651,Veg
C142739345,Veg
B847337291,Veg
B804695723,Non-Veg
C483484637,Other
D714689630,Other
C168073989,Other
A107454493,Non-Veg
A941007679,Non-Veg
E653034476,Non-Veg
C579118514,Veg
C414606998,Other
B237173740,Other
E224623420,Veg
A312630201,Other
B313170932,Other
E821371304,Veg
D158082390,Non-Veg
C708784008,Non-Veg
D238288109,Non-Veg
C381786435,Non-Veg
B702468676,Non-Veg
A467757379,Other
E591903284,Other
E209892925,Non-Veg
D764788781,Other
B894317905,Veg
A490012101,Other
E674504801,Other
A308572604,Veg
B233653318,Veg
A468156040,Other
C549811730,Veg
C523995300,Veg
E536263274,Non-Veg
D711218669,Veg
D153075417,Non-Veg
A374071305,Veg
D875409970,Veg
A607531316,Veg
A479772275,Veg
D586674223,Other
B190211433,Veg
E262687208,Non-Veg
D607635925,Veg
D166830008,Veg
D708613346,Other
D621275518,Veg
B483481292,Non-Veg
A860682597,Non-Veg
A689337016,Non-Veg
B985860872,Other
B794599189,Other
D485609062,Non-Veg
C183201182,Non-Veg
E712829016,Other
D753511444,Veg
B121126653,Non-Veg
C361759134,Non-Veg
E545556193,Veg
E740376651,Non-Veg
A576332424,Veg
A948113453,Veg
A509997682,Veg
D927322040,Non-Veg
C336852972,Non-Veg
D301883701,Non-Veg
E698217060,Other
C626870954,Veg
D994806474,Other
D670596311,Veg
D646396178,Other
D845933440,Veg
A121579016,Veg
C326825145,Veg
E318443037,Other
D267477265,Non-Veg
D772852436,Other
E847785795,Non-Veg
E934432544,Veg
C772334493,Other
C436459542,Other
D691321192,Other
C633933647,Other
C490226144,Veg
B544804886,Other
D302416905,Non-Veg
B920210163,Other
C284121828,Other
B506969461,Veg
C727110927,Veg
C840776802,Veg
C567815917,Other
D325104791,Other
D671707900,Other
A317783760,Other
A797002531,Non-Veg
B517827655,Veg
B162373746,Veg
D505238915,Veg
A164077745,Non-Veg
E521457043,Other
B964528507,Non-Veg
A148509822,Other
D876067633,Non-Veg
E519223303,Veg
E515572292,Veg
D979355064,Non-Veg
A923480970,Non-Veg
E258579529,Non-Veg
C184664016,Non-Veg
C507709978,Non-Veg
B564621584,Non-Veg
E413810968,Other
A561986168,Veg
C611739495,Other
C748975378,Non-Veg
C659012896,Non-Veg
A563793674,Non-Veg
C700906091,Other
A175287953,Veg
D575744696,Non-Veg
A801533108,Other
E370078858,Veg
B829476823,Non-Veg
C669643781,Non-Veg
B940692853,Veg
C493023495,Non-Veg
E439785111,Non-Veg
D422366105,Veg
B451966319,Veg
E566204289,Other
B474605288,Other
A675569710,Non-Veg
C280811214,Non-Veg
C649889957,Other
B362085028,Non-Veg
E483041074,Veg
A100380491,Non-Veg
B960271188,Veg
A265543306,Veg
A179596929,Other
B369688648,Other
E195631523,Non-Veg
C381209338,Veg
E532702875,Veg
B285604365,Veg
E539360306,Other
A475591659,Veg
B980563303,Non-Veg
A772567905,Non-Veg
A318107777,Non-Veg
D702516780,Veg
C691915901,Other
C912292717,Veg
E572050891,Non-Veg
E471848475,Other
D269945649,Other
C325375874,Non-Veg
D693400701,Veg
E657862684,Non-Veg
C223827005,Veg
C586437984,Other
D976517917,Veg
D580137254,Other
D308860053,Non-Veg
E893010717,Other
E807125337,Non-Veg
E898439549,Non-Veg
C312020875,Veg
A984755019,Other
C368862883,Veg
C149266231,Non-Veg
D991409904,Non-Veg
D257356894,Other
D310552713,Veg
A339062958,Other
C119337135,Other
B790363447,Veg
B615211899,Other
C613140465,Veg
C659933382,Veg
B162072232,Other
A953512632,Other
A361779916,Non-Veg
B829996184,Veg
D477402935,Veg
B225006410,Non-Veg
B574394743,Other
D985138406,Veg
B583191064,Non-Veg
D422792886,Veg
C445248090,Other
C357002678,Other
D564590700,Other
D251445732,Veg
D772434225,Other
C835632774,Non-Veg
C629923391,Non-Veg
C263760683,Veg
C353983078,Non-Veg
C777777709,Other
E933589180,Other
E788779205,Other
C695955429,Other
C126597384,Veg
C887823480,Veg
C444094129,Non-Veg
B258503421,Non-Veg
D772035884,Non-Veg
B624263570,Veg
C298271469,Other
B345024051,Veg
B175091541,Other
E538932869,Non-Veg
B687696288,Other
A342479352,Other
A752072878,Other
C453499775,Non-Veg
E628173194,Other
E392328279,Non-Veg
A638369938,Other
E809929821,Other
E516592996,Veg
A539143244,Veg
A380522814,Other
C325961982,Other
A123985514,Veg
B970760141,Non-Veg
B201778224,Veg
B782750405,Veg
E897718690,Non-Veg
D100303601,Non-Veg
A927183548,Non-Veg
A220036239,Other
E837835700,Veg
C410681390,Other
C147193133,Veg
B417848283,Non-Veg
D994997093,Veg
C796945562,Veg
A922254770,Veg
D291370466,Veg
E122277301,Other
B968442624,Other
B378311399,Other
D379470216,Veg
E251311792,Non-Veg
D398340114,Veg
D203298735,Veg
A960496559,Non-Veg
D264767951,Veg
C234294533,Other
C389615441,Veg
B275884807,Non-Veg
E502255205,Other
B343582794,Other
D436463821,Other
C439922302,Non-Veg
A542943427,Veg
B802204999,Veg
C680395207,Other
E753900309,Other
D296386022,Veg
A796978199,Non-Veg
E277371362,Veg
D685023061,Non-Veg
E364887139,Non-Veg
D605411492,Non-Veg
B437121882,Veg
B486042667,Veg
B548237915,Veg
D638967141,Non-Veg
B640440102,Other
D897652064,Other
B163195431,Veg
C468561120,Veg
C322502036,Non-Veg
B957115557,Non-Veg
E597714056,Veg
D339650753,Veg
D621719466,Veg
E159493355,Other
B709177903,Veg
B448917966,Other
E207863075,Veg
D563145573,Veg
A255801905,Non-Veg
E250291269,Other
D144411512,Veg
A507086051,Veg
B914423851,Non-Veg
C242857665,Other
C709304033,Other
A363319040,Other
B764344547,Non-Veg
E621531277,Veg
E884892673,Non-Veg
A103492741,Non-Veg
B454877004,Non-Veg
B646763853,Non-Veg
A226015170,Other
E572071763,Other
C804844329,Veg
D804408196,Veg
E167261153,Other
E504163757,Other
E297214355,Other
E707162277,Veg
A722947392,Other
E948400299,Non-Veg
E667782339,Non-Veg
D238471537,Non-Veg
E234954123,Non-Veg
E582540602,Veg
B440436427,Veg
E169529151,Non-Veg
C954240064,Veg
C679112170,Veg
C320220939,Non-Veg
E107984627,Veg
C820240541,Non-Veg
E449533712,Other
B525939237,Non-Veg
C592007898,Non-Veg
A504718696,Other
B574372866,Veg
A232771856,Other
B362822009,Other
A245228962,Other
B251842423,Veg
B571186846,Veg
A217658211,Other
A173643446,Veg
A481528169,Non-Veg
E992401356,Other
D525006563,Veg
C326751602,Non-Veg
B474569638,Veg
E503355299,Other
A706962341,Non-Veg
C826591160,Non-Veg
C975705154,Other
B914462926,Veg
C532390229,Veg
C574324440,Non-Veg
C988857845,Other
A211174603,Non-Veg
B629689845,Veg
D400977415,Non-Veg
D171835547,Non-Veg
E735795354,Other
B572658912,Veg
E525717550,Non-Veg
A237441593,Veg
D727845858,Other
C979468685,Other
B271013299,Other
B479191875,Non-Veg
A772871154,Non-Veg
C790439370,Other
A976151364,Veg
A350454531,Non-Veg
A326978698,Non-Veg
C871605687,Other
D139774698,Veg
D154834819,Other
D930515369,Other
D795322753,Veg
D496091222,Other
D195085569,Non-Veg
E595255241,Veg
A485086686,Other
D790438848,Other
C640707695,Veg
B367885271,Other
A297505067,Non-Veg
D263709074,Veg
E480722245,Other
E360417486,Veg
B612169304,Non-Veg
A978380360,Veg
E786486497,Other
C669825918,Other
A171064057,Non-Veg
A565576726,Other
A837887009,Other
C746365031,Other
E246311405,Non-Veg
C517052150,Other
C859166316,Veg
E204049213,Other
A765615021,Veg
B274606517,Other
D538575642,Non-Veg
B740719074,Non-Veg
E178824090,Veg
C661879513,Non-Veg
D521599731,Other
A791105271,Other
C470906837,Non-Veg
E835032815,Non-Veg
B237527090,Veg
B235398971,Veg
D932370133,Other
D798118442,Veg
C749381670,Non-Veg
C949482219,Veg
C385804234,Non-Veg
D958940523,Other
C673167360,Non-Veg
C558633246,Other
D549293943,Non-Veg
C756658575,Non-Veg
D866173686,Other
D246514413,Veg
E411084724,Veg
E769648680,Non-Veg
D951700179,Veg
C269116435,Non-Veg
D587781814,Non-Veg
B496363643,Non-Veg
B380904128,Other
D794062313,Other
E833822262,Veg
A827124132,Veg
B411532345,Non-Veg
E701467622,Veg
D797792394,Non-Veg
B339942380,Non-Veg
A305553273,Non-Veg
D316693467,Non-Veg
A182589099,Non-Veg
A638026414,Non-Veg
E257654362,Veg
C793369312,Non-Veg
B523098947,Other
D448334558,Other
E395395638,Non-Veg
D925679064,Veg
A239010163,Non-Veg
A959840441,Other
D375603460,Other
B856013366,Other
D403980152,Other
A818924111,Other
D307493164,Veg
D453073381,Other
B467218649,Non-Veg
C779087743,Non-Veg
C806677719,Other
E308934193,Non-Veg
E138480974,Veg
E505435573,Other
A945398784,Veg
C783259152,Veg
B310154368,Non-Veg
B722186738,Other
C680644446,Non-Veg
C521450151,Other
E784733064,Veg
D757568990,Veg
D184171961,Non-Veg
E106542488,Veg
A723728610,Other
A261814492,Non-Veg
C479430989,Veg
D544304673,Veg
B447058750,Veg
A721661117,Other
A861907960,Non-Veg
D845739173,Veg
C658594262,Other
E677162090,Other
E993307575,Veg
C590775496,Other
C370292139,Non-Veg
E888929513,Other
E523519777,Other
D416727068,Other
A877103452,Veg
B753352764,Other
E136818050,Veg
A971878226,Non-Veg
C868651979,Veg
E340448961,Non-Veg
E302797447,Other
C789809003,Veg
E442987378,Veg
D980376465,Non-Veg
A108886746,Veg
A375475578,Other
E607206744,Non-Veg
A925775480,Non-Veg
A380227805,Veg
C686882819,Veg
C968369338,Other
C565244284,Veg
D334311479,Non-Veg
D643900928,Other
B884882960,Non-Veg
E791386265,Veg
B785840385,Veg
A421977524,Veg
C482149267,Other
C428255112,Non-Veg
A623265620,Other
C416724060,Other
C813850283,Other
E249418737,Veg
A236273184,Non-Veg
C453273298,Non-Veg
D514031237,Non-Veg
E493003315,Veg
B877120165,Other
C919056273,Non-Veg
D894737151,Non-Veg
B847539789,Veg
D143046062,Non-Veg
E554288538,Veg
A243023511,Other
C473862846,Other
B547389209,Non-Veg
E186964599,Veg
E547036562,Other
A428307346,Other
C232434511,Other
C260293485,Non-Veg
E329224994,Other
E334876354,Non-Veg
E421644412,Non-Veg
B142489393,Other
D958742671,Veg
D408709571,Non-Veg
E484278710,Non-Veg
A922270100,Other
A395978501,Non-Veg
A922322197,Non-Veg
C590082818,Other
E551175455,Non-Veg
A833367005,Other
E353938298,Veg
B233180137,Other
B540464852,Other
B631760592,Non-Veg
B668724708,Non-Veg
A267360539,Non-Veg
B254554159,Non-Veg
B375689339,Non-Veg
B747860179,Veg
E374144828,Other
B875347855,Other
D147809447,Other
E855282490,Non-Veg
C803463417,Non-Veg
D626845123,Other
B799211548,Veg
E539070867,Veg
B599047068,Non-Veg
D625551752,Veg
C284291958,Non-Veg
B605972917,Veg
B645990137,Other
C265992837,Other
A810382642,Other
A718965067,Non-Veg
C688609172,Non-Veg
E132449334,Veg
B701675039,Non-Veg
E153268901,Non-Veg
D431206648,Non-Veg
A589322804,Other
B800693060,Other
E626014217,Other
A905532233,Non-Veg
E998687195,Veg
A959372930,Veg
A787942267,Other
A958502465,Other
E321249167,Non-Veg
D424614736,Veg
E666943141,Veg
E747012233,Non-Veg
A551479105,Veg
E907846013,Veg
D388640566,Non-Veg
A244546428,Other
E232562117,Other
E342413612,Non-Veg
E971285748,Other
C355647129,Other
A781131743,Veg
E587672920,Other
C205004963,Non-Veg
E699639400,Veg
E325017335,Other
D805716233,Other
B120727767,Other
E992254510,Veg
A216713015,Veg
D160234806,Other
D188009204,Other
A155622121,Non-Veg
B295028814,Veg
E264281250,Veg
E468354906,Other
A125588404,Veg
B858571832,Veg
D923744918,Other
D250747550,Other
C497494014,Other
D253067756,Other
D436225259,Non-Veg
C683548385,Other
C300587832,Other
C347800647,Non-Veg
A520853777,Other
C543983985,Non-Veg
D708917901,Non-Veg
E976770060,Non-Veg
C236737650,Veg
C629216240,Non-Veg
E609318221,Veg
B282869172,Other
D426333523,Non-Veg
B305746548,Non-Veg
C520877230,Veg
C567929509,Non-Veg
A529718998,Other
B475363928,Non-Veg
A662867176,Other
C549173642,Other
E816629603,Veg
E207547370,Non-Veg
A819272310,Non-Veg
B449600983,Non-Veg
A472482621,Other
A119318011,Non-Veg
D799570506,Other
E799169738,Other
E467026814,Veg
C755554360,Veg
A247605920,Other
E192128750,Other
E447613424,Other
E367571141,Other
D791239767,Veg
A655230160,Non-Veg
E557336601,Veg
B376079626,Other
E822299226,Veg
E706984336,Non-Veg
D481284630,Veg
A194984062,Other
D958267031,Other
C453723668,Non-Veg
B817744776,Other
B155883447,Non-Veg
B403371563,Other
E160071075,Other
E409469971,Non-Veg
A254474030,Non-Veg
A830014396,Other
C636615632,Non-Veg
E502583657,Non-Veg
E426398887,Veg
E482356236,Other
B148308055,Non-Veg
A790777071,Non-Veg
C570522200,Non-Veg
E844417279,Veg
D872686464,Other
E526472830,Non-Veg
E415637971,Non-Veg
A363773111,Non-Veg
C348263169,Non-Veg
B856259657,Non-Veg
A920993963,Other
E468713410,Non-Veg
B206269559,Other
D415045320,Non-Veg
C943584723,Other
C404505294,Non-Veg
E265963798,Non-Veg
A648935667,Other
C183298935,Non-Veg
E234090696,Veg
B435875787,Non-Veg
A139201380,Veg
C262472438,Veg
C996542307,Non-Veg
B436118701,Other
B671694345,Other
D292568058,Non-Veg
A147607376,Non-Veg
B466818075,Veg
A646858514,Non-Veg
D325808113,Other
C282614753,Veg
E705067240,Non-Veg
E740531833,Veg
E756628256,Non-Veg
C739228607,Veg
D245337472,Non-Veg
B108978485,Other
B206671512,Non-Veg
D718989972,Other
A994142040,Other
B148287897,Non-Veg
C190973124,Non-Veg
B196532917,Other
A107569817,Veg
E400031738,Non-Veg
D153755720,Veg
B735523804,Veg
D228344433,Veg
B543729680,Veg
E472953910,Veg
D325098057,Other
A984834304,Non-Veg
A493290231,Non-Veg
A729227928,Non-Veg
E940123641,Non-Veg
C215312437,Veg
D879794450,Non-Veg
E731960938,Other
B637331205,Non-Veg
C676052457,Other
B525241273,Non-Veg
E640755835,Veg
C468296757,Non-Veg
A236121019,Veg
D629949706,Veg
D947038218,Other
B586716194,Non-Veg
E826724643,Other
E957374388,Veg
B809156954,Veg
A839585864,Veg
B470546967,Other
B858181722,Veg
D412403536,Veg
D618666496,Veg
A179652576,Other
D399183802,Non-Veg
A601269370,Non-Veg
D357286026,Other
E219199444,Non-Veg
A961658976,Veg
E284437799,Other
C294678566,Non-Veg
B749214580,Non-Veg
D525814187,Veg
C611452235,Other
D235634698,Other
A143410805,Veg
B308429903,Veg
B455417521,Other
A297336245,Other
E469319857,Veg
D689422719,Non-Veg
E651657307,Non-Veg
E272466869,Non-Veg
D278903134,Veg
A379504103,Other
A234733694,Other
E303601949,Other
B709069346,Other
A272230192,Non-Veg
A152974418,Non-Veg
C614120224,Non-Veg
D616337297,Non-Veg
A543475214,Veg
C382164189,Other
A861863664,Other
B337100686,Non-Veg
D258407224,Non-Veg
D422656906,Veg
A960078072,Veg
B965059058,Non-Veg
E198372002,Other
C831496719,Veg
E365692122,Non-Veg
A986434534,Other
B608997569,Non-Veg
A511613416,Non-Veg
E147765088,Other
C401031547,Veg
E501952641,Non-Veg
A972455673,Non-Veg
D470485613,Other
D626505678,Non-Veg
C134720050,Veg
B383324610,Veg
D171204056,Veg
C109866056,Veg
D431802969,Non-Veg
C625279778,Veg
B260110016,Other
C434314558,Other
D708449356,Other
B168054887,Non-Veg
E286126897,Non-Veg
E161382933,Non-Veg
A307138622,Other
E325518673,Non-Veg
C187514206,Veg
D354615445,Non-Veg
A327167030,Non-Veg
E168115291,Other
D683559367,Other
B943880519,Other
B657971298,Non-Veg
E216191921,Non-Veg
B874075968,Non-Veg
A107522594,Veg
E111211906,Veg
D728675812,Non-Veg
E132645024,Veg
A376909440,Veg
A819132717,Veg
A558454670,Non-Veg
A713417925,Other
D821196958,Veg
B877188732,Non-Veg
E549738286,Veg
C358641003,Non-Veg
A622699608,Veg
E591615881,Non-Veg
C675975929,Veg
E601957251,Non-Veg
D815425651,Non-Veg
E490699724,Non-Veg
B948633045,Other
E496041153,Veg
C307882601,Non-Veg
D196747999,Other
C236955884,Veg
C747704823,Veg
A956148489,Other
A850456372,Non-Veg
C435566311,Veg
D308107362,Non-Veg
D241978877,Other
D166916117,Veg
B853413416,Non-Veg
B752806423,Veg
D703727090,Veg
C859635329,Other
D829148802,Veg
C829866759,Non-Veg
D835668745,Other
E519120518,Other
C834618091,Non-Veg
A685329430,Non-Veg
B358019493,Non-Veg
D155369203,Veg
E489753618,Other
A591946596,Veg
C298510990,Non-Veg
D613318340,Veg
B763762207,Veg
B348315126,Other
E914750612,Veg
C441697019,Veg
D303101285,Non-Veg
A586780903,Non-Veg
E609233529,Non-Veg
D506334574,Other
E822857697,Other
E945446424,Veg
B129367467,Non-Veg
A688242395,Other
A593056124,Veg
C283668670,Non-Veg
B265194697,Other
D119226932,Veg
D979176189,Other
E776508714,Veg
C133918579,Other
D556152847,Non-Veg
D863716064,Other
A888599101,Other
B976003173,Non-Veg
D378815352,Veg
E516445369,Other
A379130104,Other
C355251796,Veg
E171655362,Non-Veg
C771611907,Other
D559924805,Other
B782060950,Non-Veg
A631037492,Non-Veg
C677205460,Veg
C176700079,Veg
E523174537,Other
D288528962,Veg
B154878849,Other
C710120883,Other
A201654126,Non-Veg
A932074608,Other
C618553450,Veg
E150168466,Non-Veg
E866282165,Other
A840239941,Other
E780699236,Veg
C956299063,Veg
A466877917,Non-Veg
E669644289,Veg
E554448704,Veg
D441167205,Veg
E651251923,Veg
B290291706,Veg
E196663685,Other
A995842169,Other
C736455403,Other
C432871155,Other
C836494082,Non-Veg
A701367952,Non-Veg
C863106632,Veg
C603787282,Non-Veg
B682756531,Veg
D955181146,Veg
B180892353,Non-Veg
B955607444,Other
E141310236,Non-Veg
E114506293,Non-Veg
D186759094,Other
B217840424,Non-Veg
B259831163,Non-Veg
C883417318,Veg
D572338430,Non-Veg
